Size;Time [ms];TimeStd;Comparisons;ComparisonsStd;Swaps;SwapsStd;AlwaysSorted;AlwaysStable
0;0,000000000000;0,000000000000;0,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
2;0,000000000000;0,000000000000;1,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
4;0,000000000000;0,000000000000;5,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
8;0,000000000000;0,000000000000;13,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
16;0,000000000000;0,000000000000;29,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
32;0,000000000000;0,000000000000;61,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
64;0,000000000000;0,000000000000;125,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
128;0,000000000000;0,000000000000;253,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
256;0,000000000000;0,000000000000;509,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
512;0,000000000000;0,000000000000;1021,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
1024;0,000000000000;0,000000000000;2045,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
2048;0,000000000000;0,000000000000;4093,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
4096;0,200000000000;0,678232998313;8189,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
8192;0,350000000000;1,525614630239;16381,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
16384;0,000000000000;0,000000000000;32765,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
