Size;Time [ms];TimeStd;Comparisons;ComparisonsStd;Swaps;SwapsStd;AlwaysSorted;AlwaysStable
0;0,000000000000;0,000000000000;0,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
2;0,000000000000;0,000000000000;1,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
4;0,000000000000;0,000000000000;4,450000000000;0,668954408013;0,000000000000;0,000000000000;true;true
8;0,400000000000;1,743559577416;17,300000000000;2,847806173180;0,000000000000;0,000000000000;true;false
16;0,150000000000;0,476969600708;48,000000000000;7,389181280764;0,000000000000;0,000000000000;true;false
32;0,000000000000;0,000000000000;139,750000000000;16,537457482939;0,000000000000;0,000000000000;true;false
64;0,000000000000;0,000000000000;360,000000000000;34,633798521097;0,000000000000;0,000000000000;true;false
128;0,000000000000;0,000000000000;897,050000000000;77,666900929546;0,000000000000;0,000000000000;true;false
256;0,000000000000;0,000000000000;2110,800000000000;118,832907900122;0,000000000000;0,000000000000;true;false
512;0,150000000000;0,357071421427;5139,800000000000;312,466254177946;0,000000000000;0,000000000000;true;false
1024;1,000000000000;2,774887385102;12047,250000000000;660,914735423560;0,000000000000;0,000000000000;true;false
2048;1,500000000000;2,819574435974;29643,400000000005;1730,886749616999;0,000000000000;0,000000000000;true;false
4096;2,800000000000;3,919183588453;80944,549999999990;2285,214507984263;0,000000000000;0,000000000000;true;false
8192;6,150000000000;5,227571137727;247304,100000000030;5534,349075545125;0,000000000000;0,000000000000;true;false
16384;20,150000000000;8,782226369207;827841,799999999900;8532,488479938213;0,000000000000;0,000000000000;true;false
32768;66,750000000000;13,095323592794;3016168,000000000000;31152,619268671908;0,000000000000;0,000000000000;true;false
65536;320,350000000000;187,562063061804;11384572,000000002000;47071,751376555454;0,000000000000;0,000000000000;true;false
131072;1476,100000000000;822,944949556165;44253823,849999994000;84272,972264243770;0,000000000000;0,000000000000;true;false
