Size;Time [ms];TimeStd;Comparisons;ComparisonsStd;Swaps;SwapsStd;AlwaysSorted;AlwaysStable
0;0,000000000000;0,000000000000;0,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
2;0,000000000000;0,000000000000;1,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
4;0,000000000000;0,000000000000;6,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
8;0,000000000000;0,000000000000;28,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
16;0,000000000000;0,000000000000;120,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
32;0,000000000000;0,000000000000;496,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
64;0,000000000000;0,000000000000;2016,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
128;0,000000000000;0,000000000000;8128,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
256;0,750000000000;3,269174207656;32640,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
512;4,250000000000;6,729598799334;130816,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
1024;9,000000000000;7,771743691090;523776,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
2048;35,200000000000;10,303397497913;2096128,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
4096;133,950000000000;15,121094537103;8386560,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
