Size;Time [ms];TimeStd;Comparisons;ComparisonsStd;Swaps;SwapsStd;AlwaysSorted;AlwaysStable
0;0,000000000000;0,000000000000;0,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
2;0,000000000000;0,000000000000;1,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
4;0,000000000000;0,000000000000;4,950000000000;0,864580823290;0,000000000000;0,000000000000;true;true
8;0,000000000000;0,000000000000;17,050000000000;2,355313142663;0,000000000000;0,000000000000;true;true
16;0,000000000000;0,000000000000;50,600000000000;6,077828559609;0,000000000000;0,000000000000;true;true
32;0,100000000000;0,435889894354;140,100000000000;10,019481024484;0,000000000000;0,000000000000;true;true
64;0,000000000000;0,000000000000;371,900000000000;43,071916604675;0,000000000000;0,000000000000;true;true
128;0,000000000000;0,000000000000;862,550000000000;69,792890039030;0,000000000000;0,000000000000;true;true
256;0,000000000000;0,000000000000;2153,450000000000;173,075843201766;0,000000000000;0,000000000000;true;true
512;0,000000000000;0,000000000000;4943,350000000000;372,006622924908;0,000000000000;0,000000000000;true;true
1024;0,200000000000;0,871779788708;11040,800000000000;578,214977322464;0,000000000000;0,000000000000;true;true
2048;2,400000000000;5,053711507397;25501,050000000000;1015,833917281764;0,000000000000;0,000000000000;true;true
4096;2,500000000000;5,248809388804;56255,050000000000;2301,679636156944;0,000000000000;0,000000000000;true;true
8192;4,400000000000;6,077828559609;121688,750000000000;4751,820207825669;0,000000000000;0,000000000000;true;true
16384;9,650000000000;7,663386979659;271749,600000000000;8263,093115777627;0,000000000000;0,000000000000;true;true
32768;20,150000000000;6,980508577461;576404,049999999900;13467,358476984089;0,000000000000;0,000000000000;true;true
65536;36,600000000000;16,097825940170;1276344,650000000400;72454,395216759060;0,000000000000;0,000000000000;true;true
131072;62,800000000000;14,760081300589;2715438,500000000500;61763,135498020780;0,000000000000;0,000000000000;true;true
