Size;Time [ms];TimeStd;Comparisons;ComparisonsStd;Swaps;SwapsStd;AlwaysSorted;AlwaysStable
0;0,000000000000;0,000000000000;0,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
2;0,000000000000;0,000000000000;1,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
4;0,000000000000;0,000000000000;4,700000000000;0,458257569496;0,000000000000;0,000000000000;true;true
8;0,000000000000;0,000000000000;16,100000000000;0,768114574787;0,000000000000;0,000000000000;true;true
16;0,000000000000;0,000000000000;45,400000000000;1,772004514667;0,000000000000;0,000000000000;true;true
32;0,000000000000;0,000000000000;121,450000000000;2,085065946199;0,000000000000;0,000000000000;true;true
64;0,000000000000;0,000000000000;304,350000000000;3,439113257799;0,000000000000;0,000000000000;true;true
128;0,000000000000;0,000000000000;738,200000000000;6,201612693501;0,000000000000;0,000000000000;true;true
256;0,350000000000;1,525614630239;1727,250000000000;7,601808995208;0,000000000000;0,000000000000;true;true
512;0,000000000000;0,000000000000;3961,650000000000;15,020902103447;0,000000000000;0,000000000000;true;true
1024;0,500000000000;2,179449471770;8948,250000000002;20,410475251110;0,000000000000;0,000000000000;true;true
2048;0,600000000000;1,800000000000;19943,399999999998;18,328666075763;0,000000000000;0,000000000000;true;true
4096;0,950000000000;2,397394418947;43938,049999999996;37,517296019441;0,000000000000;0,000000000000;true;true
8192;1,100000000000;2,718455443814;96086,400000000000;48,318112579077;0,000000000000;0,000000000000;true;true
16384;3,750000000000;4,493050188903;208498,150000000000;91,721466991207;0,000000000000;0,000000000000;true;true
32768;5,950000000000;4,212778180726;449663,550000000000;104,045410952541;0,000000000000;0,000000000000;true;true
65536;12,900000000000;5,743692192310;964724,149999999900;164,440347261909;0,000000000000;0,000000000000;true;true
131072;28,850000000000;7,343534571308;2060169,200000000200;219,777066556943;0,000000000000;0,000000000000;true;true
