Size;Time [ms];TimeStd;Comparisons;ComparisonsStd;Swaps;SwapsStd;AlwaysSorted;AlwaysStable
0;0,000000000000;0,000000000000;0,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
2;0,000000000000;0,000000000000;4,000000000000;0,000000000000;2,000000000000;0,000000000000;true;true
4;0,000000000000;0,000000000000;12,000000000000;0,000000000000;4,000000000000;0,000000000000;true;true
8;0,000000000000;0,000000000000;40,000000000000;0,000000000000;8,000000000000;0,000000000000;true;true
16;0,000000000000;0,000000000000;144,000000000000;0,000000000000;16,000000000000;0,000000000000;true;true
32;0,000000000000;0,000000000000;544,000000000000;0,000000000000;32,000000000000;0,000000000000;true;true
64;0,000000000000;0,000000000000;2112,000000000000;0,000000000000;64,000000000000;0,000000000000;true;true
128;0,000000000000;0,000000000000;8320,000000000000;0,000000000000;128,000000000000;0,000000000000;true;true
256;0,500000000000;1,774823934930;33024,000000000000;0,000000000000;256,000000000000;0,000000000000;true;true
512;0,500000000000;1,774823934930;131584,000000000000;0,000000000000;512,000000000000;0,000000000000;true;true
1024;0,500000000000;1,774823934930;525312,000000000000;0,000000000000;1024,000000000000;0,000000000000;true;true
2048;3,050000000000;4,116734142497;2099200,000000000000;0,000000000000;2048,000000000000;0,000000000000;true;true
4096;11,700000000000;3,421987726454;8392704,000000000000;0,000000000000;4096,000000000000;0,000000000000;true;true
8192;45,900000000000;4,559605246071;33562624,000000000000;0,000000000000;8192,000000000000;0,000000000000;true;true
16384;184,400000000000;3,088689042297;134234112,000000000000;0,000000000000;16384,000000000000;0,000000000000;true;true
