Size;Time [ms];TimeStd;Comparisons;ComparisonsStd;Swaps;SwapsStd;AlwaysSorted;AlwaysStable
0;0,000000000000;0,000000000000;0,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
2;0,000000000000;0,000000000000;1,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
4;0,000000000000;0,000000000000;6,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
8;0,000000000000;0,000000000000;28,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
16;0,750000000000;3,269174207656;120,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
32;0,000000000000;0,000000000000;496,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
64;0,000000000000;0,000000000000;2016,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
128;0,800000000000;3,487119154833;8128,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
256;0,800000000000;3,487119154833;32640,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
512;4,200000000000;6,712674578735;130816,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
1024;11,350000000000;7,478469094674;523776,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
2048;35,000000000000;10,648943609579;2096128,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
4096;132,800000000000;11,491736161259;8386560,000000000000;0,000000000000;0,000000000000;0,000000000000;true;true
